Weight,Last,First,Conference,Allocated,ConfSeed,ConfFinish,Finish,ELO,Percent,Bonus,ELORank,Seed,Intermat,Coaches,RPI,Year,University,Record,Line
157,LiCastri,Emmett,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
157,Mauriello,Chris,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
157,Rifanburg,Tristan,EIWA,,NS,8,NQ,,,,,NQ,NR,NR,NR,,,,
157,Scheidel,Markus,EIWA,,2,1,cons 16,1398.8,88.24,33.33,8,10,14,15,11,Sr.,COL,26-4,28
157,Staudenmayer,Justin,EIWA,,3,6,cons 32,1368.44,65.71,13.04,26,NS,NR,NR,26,,BRWN,22-12,14
157,Stroker,Fredy,EIWA,,4,cons 12,NQ,,,,NR,NQ,19,32,NR,So.,COR,8-6,
157,Velliquette,Joseph,EIWA,,10,5,cons 24,1351.82,51.52,35.29,33,NS,NR,NR,NR,,PENN,18-16,7
157,Weiland,Luke,EIWA,,8,4,cons 16,1381.89,57.5,47.83,18,NS,NR,NR,NR,,ARMY,24-17,26
157,Wilson,Brock,EIWA,,NS,7,NQ,,,,,NQ,NR,NR,NR,,,,
157,Clagon,Bryant,EWL,,2,3,NQ,,,,NR,NQ,NR,26,NR,,RID,,
157,Klucker,Alex,EWL,,3,1,cons 32,1348.48,69.44,64.00,NR,NS,NR,33,30,,LH,25-11,30
157,Laubach,Kevin,EWL,,NS,4,NQ,,,,,NQ,NR,NR,NR,,,,
157,Shay,Avery,EWL,,4,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
157,Shomers,Andrew,EWL,,1,2,cons 32,1357.51,78.38,55.17,31,NS,NR,25,18,,EDIN,29-8,27
157,Vaughn,J,EWL,,NS,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
157,Yorkdale,Ryan,EWL,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
157,Cummings,Cullen,MAC,,NS,6,NQ,,,,,NQ,NR,NR,NR,,,,
157,Early,Larry,MAC,,2,4,cons 24,1348.99,68.29,53.57,NR,NS,NR,27,16,,ODU,29-12,19
157,Fasnacht,Eric,MAC,,NS,8,NQ,,,,,NQ,NR,NR,NR,,,,
157,Heffernan,Colin,MAC,,4,3,cons 32,1376.87,70.37,42.11,22,NS,NR,22,27,,CMU,19-8,18
157,Lavallee,Joey,MAC,,1,1,cons 12,1444.61,91.43,65.63,4,2,5,4,13,Sr.,MIZZ,32-3,32
157,McWhirter,Caden,MAC,,NS,5,NQ,,,,,NQ,NR,NR,NR,,,,
157,Sparkman,Casey,MAC,,3,2,cons 32,1327.40,56.10,47.83,NR,NS,NR,NR,NR,,KENT,22-18,11
157,Wolf,James,MAC,,NS,7,NQ,,,,,NQ,NR,NR,NR,,,,
157,Fox,Paul,Pac 12,,2,3,cons 12,1371.7,70.97,27.27,24,NS,NR,16,24,,STAN,23-9,22
157,Hammond,Coleman,Pac 12,,4,4,cons 32,1374.16,63.41,65.38,NR,NS,20,18,29,Sr.,CSUB,27-15,23
157,Moy,Jett,Pac 12,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
157,Shields,Joshua,Pac 12,,1,1,7,1440.47,89.74,34.29,NR,4,4,5,1,So.,ASU,34-4,16
157,Willits,Hunter,Pac 12,,3,2,cons 32,1364.97,52.94,38.89,28,NS,NR,NR,NR,,ORST,18-16,6
157,Adcock,Jake,SoCon,,4,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
157,Kraisser,Austin,SoCon,,3,3,NQ,,,,,NQ,NR,NR,NR,,,,
157,Marinelli,Tyler,SoCon,,2,1,cons 33,1349.61,76.47,50.00,NR,NS,NR,30,28,,GW,26-8,33
157,Midkiff,Steven,SoCon,,7,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
157,Najar,Angel,SoCon,,1,2,NQ,,,,,NQ,NR,NR,NR,,,,
157,Palumbo,Tony,SoCon,,6,4,NQ,,,,,NQ,NR,NR,NR,,,,
157,Phillips,Ethan,SoCon,,8,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
157,Van Velsor,Karsten,SoCon,,5,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
157,Blaylock,Jonce,,,,,NQ,,,,NR,NQ,NR,NR,25,,,,
157,Chishko,Solomon,,,,,NQ,1388.45,53.33,25,12,NQ,NR,NR,NR,,,,
157,Clagon,Bryant,,,,,NQ,1381.09,53.85,71.43,19,NQ,NR,NR,NR,,,,
157,Mossing,Alex,,,,,NQ,,,,NR,NQ,NR,NR,33,,,,
157,Wilson,Brock,,,,,NQ,1383.24,48.48,56.25,15,NQ,NR,NR,NR,,,,
165,Atkinson,Andrew,ACC,,2,3,cons 24,1365.6,67.86,42.11,22,NS,NR,29,19,,UVA,20-9,3
165,Finesilver,Zach,ACC,,6,2,cons 32,1351.19,48.39,46.67,28,NS,NR,NR,32,,DUKE,12-13,31
165,Hamann,Brian,ACC,,3,4,NQ,1353.79,64,50,26,NQ,NR,26,6,,NCST,,
165,McClure,Josh,ACC,,5,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
165,McFadden,David,ACC,,1,1,5,1467.48,94.59,48.57,5,2,2,3,2,Jr.,VT,35-2,32
165,Wentzel,Jake,ACC,,4,cons 06,NQ,1377.55,50,53.85,18,NQ,NR,NR,29,,,,
165,Ashworth,Branson,Big 12,,1,3,cons 16,1401.23,85.37,60,14,14,16,13,12,Jr.,WYO,36-6,20
165,Barnes,Dawaylon,Big 12,,6,5,cons 32,1366.55,55.56,40,21,NS,NR,27,18,,OU,20-17,14
165,Fogarty,Andrew,Big 12,,4,2,cons 24,1359.57,70,71.43,24,NS,18,21,26,So.,NDSU,30-12,30
165,Kiussis,Nick,Big 12,,8,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
165,Lopouchanski,Alex,Big 12,,7,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
165,Patton,Isaiah,Big 12,,10,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
165,Peterson,Logan,Big 12,,11,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
165,Rogers,Chandler,Big 12,,2,1,8,1442.52,79.31,56.52,9,8,6,8,NR,Jr.,OKST,24-6,8
165,Romero,Demetrius,Big 12,,3,6,cons 24,1309.42,74.29,38.46,NR,NS,NR,16,5,,UVU,26-9,22
165,St. John,Skyler,Big 12,,9,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
165,Torres,Keilan,Big 12,,5,4,cons 24,1345.52,65.71,69.57,31,NS,NR,22,23,,UNCO,23-12,11
165,Burnham,Brendan,Big Ten,,13,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
165,Campbell,Te`shan,Big Ten,,9,cons 12,cons 16,1391.54,58.62,70.59,16,13,17,14,3,Jr.,OHST,19-12,13
165,Hiles,Austin,Big Ten,,12,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
165,Joseph,Vincenzo,Big Ten,,3,2,1,1485.34,92.59,64,2,3,3,3,NR,So.,PSU,25-2,17
165,Lewis,Richie,Big Ten,,4,3,cons 12,1436.88,76.92,40,10,6,7,9,NR,Sr.,RUT,21-6,24
165,Marinelli,Alex,Big Ten,,2,6,6,1421.35,76,36.84,13,5,9,2,NR,Fr.,IOWA,19-6,9
165,Martin,Bryce,Big Ten,,11,cons 12,cons 32,1317.56,65.38,35.29,NR,NS,NR,NR,NR,,IND,15-10,6
165,Martinez,Isaiah,Big Ten,,1,1,2,1522.84,94.74,66.67,1,1,1,1,NR,Sr.,ILL,18-1,1
165,Massa,Logan,Big Ten,,7,5,cons 24,1469.33,68,70.59,4,7,8,7,NR,So.,MICH,17-8,25
165,Morrissey,Jacob,Big Ten,,10,cons 12,cons 32,1322.45,51.22,52.38,NR,NS,NR,24,24,,PUR,21-20,10
165,Sepke,Mike,Big Ten,,14,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
165,Wanzek,Nicholas,Big Ten,,6,8,cons 12,1395.27,67.57,56,15,12,12,11,8,Jr.,MINN,25-12,12
165,White,Isaiah,Big Ten,,8,7,cons 12,1447.74,75,45.83,7,11,11,12,7,So.,NEB,25-8,21
165,Wick,Evan,Big Ten,,5,4,3,1467.33,81.08,60,6,10,10,10,10,Fr.,WISC,29-7,28
165,Bethea,May,EIWA,,2,4,cons 33,1382.2,71.43,64,17,NS,20,19,16,Sr.,PENN,25-10,33
165,Chavez,Jonathon,EIWA,,1,1,7,1423.94,79.31,39.13,12,16,15,17,9,Jr.,COR,23-6,4
165,Conners,Jacob,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
165,Daniels,Drew,EIWA,,5,3,cons 16,1344.31,80.56,13.79,32,NS,NR,20,11,,NAVY,29-7,27
165,Deprez,Vincent,EIWA,,6,cons 12,NQ,1351.68,69.7,69.57,27,NQ,NR,29,22,,BING,,
165,Hollingshead,DJ,EIWA,,9,cons 12,NQ,1314.55,60.00,44.44,NR,NQ,NR,NR,30,,,,
165,Jarrell,Ebed,EIWA,,8,7,NQ,1349.3,63.89,65.22,29,NQ,NR,NR,28,,,,
165,Kosoy,Laurence,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
165,Mendel,Andrew,EIWA,,7,8,NQ,1342.5,66.67,44.44,33,NQ,NR,28,27,,ARMY,,
165,Schleifer,Jonathan,EIWA,,3,2,cons 32,1368.24,55.17,56.25,19,NS,19,24,17,Sr.,PRIN,16-13,18
165,Schmidt,Will,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
165,Stamm,Ricky,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
165,Tarsi,Tyler,EIWA,,10,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
165,Viruet,Jonathan,EIWA,,NS,6,cons 24,1346.24,59.46,36.36,30,NS,NR,NR,NR,,BRWN,22-15,7
165,Wokasch,Anthony,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
165,Wolf,Gordon,EIWA,,4,5,cons 24,1366.99,63.33,52.63,20,NS,NR,18,13,,LEH,20-11,15
165,Griffith,Garrett,EWL,,NS,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
165,Hoehn,Fritz,EWL,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
165,Marsteller,Chance,EWL,,1,2,4,1433.82,91.67,63.64,11,9,5,5,4,Jr.,LH,45-4,5
165,Newberry,Nate,EWL,,3,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
165,Poullas,George,EWL,,4,4,NQ,,,,,NQ,NR,NR,NR,,,,
165,Walsh,Chad,EWL,,2,1,cons 12,1470.54,89.66,73.08,3,4,4,6,14,Sr.,RID,26-3,16
165,Wohlabaugh,Max,EWL,,NS,3,NQ,,,,,NQ,NR,NR,NR,,,,
165,Bast,Isaac,MAC,,4,4,NQ,,,,,NQ,NR,NR,NR,,,,
165,Carson,Zachary,MAC,,1,2,cons 32,1312.98,61.76,38.10,NR,NS,NR,NR,31,,EMU,21-13,2
165,Flynn,Connor,MAC,,2,1,cons 24,1365.55,74.29,50,23,NS,14,23,20,So.,MIZZ,25-9,19
165,Grover,Noah,MAC,,NS,6,NQ,,,,,NQ,NR,NR,NR,,,,
165,Jones,Shane,MAC,,NS,5,NQ,,,,,NQ,NR,NR,NR,,,,
165,Parks,Logan,MAC,,3,3,NQ,1314.75,62.50,45.00,NR,NQ,NR,NR,33,,,,
165,Scott,Andrew,MAC,,NS,8,NQ,,,,,NQ,NR,NR,NR,,,,
165,Terry,Joe,MAC,,NS,7,NQ,,,,,NQ,NR,NR,NR,,,,
165,De La Riva,Lorenzo,Pac 12,,2,2,NQ,,,,,NQ,NR,NR,NR,,,,
165,Farina,Ryan,Pac 12,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
165,Hill,Jared,Pac 12,,4,3,NQ,,,,,NQ,NR,NR,NR,,,,
165,Valencia,Anthony,Pac 12,,1,1,cons 16,1443.66,72.97,81.48,8,15,13,15,15,So.,ASU,27-10,29
165,Williams,Rodney,Pac 12,,3,4,NQ,,,,,NQ,NR,NR,NR,,,,
165,Cook, Laken,SoCon,,6,4,NQ,1357.01,60,52.38,25,NQ,NR,NR,NR,,,,
165,Costa,Hunter,SoCon,,7,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
165,Curtis,Houston,SoCon,,8,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
165,Higgins,Nate,SoCon,,1,1,cons 32,1300.11,65.71,43.48,NR,NS,NR,NR,NR,,SIUE,21-11,26
165,Hohman,Blake,SoCon,,5,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
165,Perez,Quentin,SoCon,,3,3,cons 32,1339.69,71.43,56.00,NR,NS,NR,32,25,,CAMP,25-10,23
165,Pyke,Chad,SoCon,,2,2,NQ,1325.23,67.74,47.62,NR,NQ,NR,31,21,,CHAT,,
165,Stein,Brett,SoCon,,4,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
174,Bolen,Hunter,ACC,,1,2,cons 32,1374.13,62.5,40,17,NS,19,23,23,Fr.,VT,21-12,27
174,Bullard,Daniel,ACC,,4,3,cons 24,1395.03,60.71,64.71,9,NS,NR,26,27,,NCST,17-11,19
174,Finesilver,Matt,ACC,,3,4,cons 24,1376.51,69.44,44,15,NS,NR,19,15,,DUKE,26-11,2
174,O’Brien,Tommy,ACC,,6,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
174,Ramos,Ethan,ACC,,2,1,cons 16,1413.19,76,52.63,7,10,9,15,10,Sr.,UNC,19-6,28
174,Schany,Will,ACC,,5,cons 06,cons 33,1307.74,54.84,23.53,NR,NS,NR,30,28,,UVA,18-14,26
174,Bastian,Kimball,Big 12,,5,5,cons 24,1337.72,64.52,35,30,NS,NR,28,20,,UVU,20-11,22
174,Billingsly,Michael,Big 12,,7,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Bogulski,Seth,Big 12,,10,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Bush,Danny,Big 12,,12,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Kincaid,Dominic,Big 12,,11,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Kocer,David,Big 12,,3,2,7,1387.97,77.78,64.29,12,11,12,10,9,Sr.,SDSU,29-8,21
174,Lujan,Taylor,Big 12,,1,1,cons 12,1413.14,81.08,56.67,8,7,7,7,7,So.,UNI,30-7,25
174,Mejias,Yoanse,Big 12,,2,4,cons 24,1375.52,72.5,3.45,16,14,13,12,11,Sr.,OU,29-11,20
174,Pope,Kyle,Big 12,,6,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
174,Smith,Jacobe,Big 12,,4,3,8,1412.81,73.33,54.55,NR,13,8,13,NR,Jr.,OKST,22-8,13
174,Urbach,Dylan,Big 12,,9,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
174,VonEgidy,Parker,Big 12,,8,6,NQ,,,,,NQ,NR,NR,NR,,,,
174,Amine,Myles,Big Ten,,3,2,3,1467.78,78.79,38.46,5,5,5,6,5,So.,MICH,26-7,9
174,Breske,Beau,Big Ten,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
174,Christensen,Ryan,Big Ten,,8,7,cons 24,1344.23,61.54,20.83,25,NS,20,27,30,Jr.,WISC,25-15,11
174,Grello,Joe,Big Ten,,NS,cons 12,NQ,1355.77,58.33,35.71,22,NQ,NR,NR,25,,,,
174,Gunther,Joseph,Big Ten,,7,6,cons 32,1327.22,64,25,33,NS,18,24,NR,So.,IOWA,16-9,14
174,Hall,Mark,Big Ten,,1,1,2,1546.21,96.97,71.88,1,2,1,2,2,So.,PSU,32-1,32
174,Jordan,Bo,Big Ten,,2,3,5,1492.24,79.41,51.85,3,6,6,5,8,Sr.,OHST,28-7,24
174,Lydy,Dylan,Big Ten,,4,5,cons 12,1372.59,71.43,14.29,19,15,16,11,14,So.,PUR,35-14,29
174,Pfarr,Christopher,Big Ten,,NS,cons 16,NQ,,,,NR,NQ,NR,NR,29,,,,
174,Ritchie,Logan,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Rojas,David,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Sebastian,Johnny,Big Ten,,5,4,cons 16,1391.72,70,57.14,10,NS,14,17,17,Jr.,NW,28-12,30
174,Skatzka,Devin,Big Ten,,6,8,cons 32,1368.9,62.86,59.09,20,NS,NR,20,22,,IND,22-13,6
174,Ugalde,Josh,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Bernstein,Jadaen,EIWA,,2,2,cons 12,1388.89,77.42,41.67,11,8,11,8,4,Sr.,NAVY,24-7,8
174,Eckhart,Michael,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Gancayco,Matthew,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
174,Grosso,Thomas,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
174,Harvey,Ben,EIWA,,3,4,cons 12,1350.03,67.65,13.04,24,NS,NR,25,19,,ARMY,23-11,33
174,Heller,Sage,EIWA,,8,8,NQ,,,,,NQ,NR,NR,NR,,,,
174,Hiles,Quinton,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
174,Johnson,Josef,EIWA,,6,5,cons 16,1351.48,69.77,16.67,23,NS,NR,22,18,,HAR,30-13,15
174,Kutler,Jordan,EIWA,,1,1,6,1423.24,84.85,46.43,6,4,4,4,3,So.,LEH,28-6,16
174,Lombardo,Anthony,EIWA,,7,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Rogers,Bryce,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Rose,Austin,EIWA,,9,7,cons 32,1336.7,51.35,31.58,31,NS,NR,31,32,,DREX,20-18,31
174,Stephani,Nick,EIWA,,10,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
174,White,Tyrel,EIWA,,5,6,cons 32,1342.91,64.1,32,26,NS,NR,33,31,,COL,25-14,10
174,Womack,Brandon,EIWA,,4,3,cons 32,1385.26,62.07,22.22,13,NS,NR,18,24,,COR,17-11,23
174,Young,Josh,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
174,Higgins,Levko,EWL,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
174,Murphy,Kyle,EWL,,NS,4,NQ,,,,,NQ,NR,NR,NR,,,,
174,Rigous,Dom,EWL,,2,3,NQ,,,,,NQ,NR,NR,NR,,,,
174,Schoffstall,Ty,EWL,,1,2,cons 24,1364.83,81.48,50,21,NS,NR,21,16,,EDIN,22-5,7
174,Sherry,Dean,EWL,,3,1,cons 32,1338.26,63.33,26.32,29,NS,NR,NR,NR,,RID,19-11,18
174,Siegrist,Jared,EWL,,4,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
174,Stark,Gabe,EWL,,NS,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
174,Ashughya,Arsen,MAC,,NS,8,NQ,,,,,NQ,NR,NR,NR,,,,
174,Barreiro,Dylan,MAC,,NS,4,NQ,,,,,NQ,NR,NR,NR,,,,
174,Brucki,Christian,MAC,,2,2,cons 24,1373.05,64.86,45.83,18,16,17,14,21,Sr.,CMU,24-13,4
174,Lewis,Daniel,MAC,,1,1,4,1487.71,94.44,82.35,4,3,3,3,6,Jr.,MIZZ,33-2,17
174,McNally`,Andrew,MAC,,4,5,NQ,,,,,NQ,NR,NR,NR,,,,
174,Rosser,Quinton,MAC,,NS,6,NQ,,,,,NQ,NR,NR,NR,,,,
174,Weigel,Austin,MAC,,NS,7,NQ,,,,,NQ,NR,NR,NR,,,,
174,Wright,Seldon,MAC,,3,3,cons 32,1341.87,67.57,24,27,NS,NR,29,26,,ODU,25-12,3
174,Anderson,Ryan,Pac 12,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
174,Battisto,Bryan,Pac 12,,3,4,NQ,,,,,NQ,NR,NR,NR,,,,
174,Subjeck,Keaton,Pac 12,,2,2,cons 24,1383.97,74.29,34.62,14,9,10,9,13,Sr.,STAN,27-9,5
174,Terry,Myles,Pac 12,,4,3,NQ,,,,,NQ,NR,NR,NR,,,,
174,Valencia,Zahid,Pac 12,,1,1,1,1520.85,100,78.13,2,1,2,1,1,So.,ASU,32-0,1
174,Kiely,Cade,SoCon,,6,4,NQ,,,,,NQ,NR,NR,NR,,,,
174,Lampe,Justin,SoCon,,2,3,NQ,,,,NR,NQ,NR,NR,32,,,,
174,Maroni,Christian,SoCon,,4,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
174,Morgan,Andrew,SoCon,,3,2,NQ,1338.58,66.67,50,28,NQ,NR,31,33,,CAMP,,
174,Przybysz,Forrest,SoCon,,1,1,cons 16,1356.51,73.53,32.00,NR,12,15,16,12,Sr.,APP,26-9,12
174,Satterfield,Noah,SoCon,,7,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
174,Shewan,Bryce,SoCon,,5,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
174,Tywater,Robert,SoCon,,8,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
174,Reese, Austin,,,,,NQ,1330.69,72.22,61.54,32,NQ,NR,NR,NR,,,,
184,Harvey,Gregg,ACC,,4,4,NQ,,,,NR,NQ,NR,33,31,,PITT,,
184,Ness,Chip,ACC,,3,3,7,1369.49,63.64,33.33,14,NS,20,18,18,Sr.,UNC,20-12,27
184,Peck, Drew,ACC,,5,cons 06,NQ,1337.03,46.15,66.67,23,NQ,NR,NR,NR,,,,
184,Renda,Pete,ACC,,2,1,cons 12,1420.44,85.19,56.52,4,4,5,5,8,Sr.,NCST,23-4,16
184,Russell,Kaden,ACC,,6,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
184,Zavatsky,Zachary,ACC,,1,2,6,1417.19,79.49,58.06,6,6,6,6,6,Jr.,VT,31-8,24
184,Brandt,Richie,Big 12,,11,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
184,Foster,Drew,Big 12,,1,1,cons 24,1378.35,81.25,42.31,11,8,9,11,5,Jr.,UNI,26-6,8
184,Gabel,Dylan,Big 12,,3,2,cons 24,1345.01,69.7,47.83,21,NS,18,23,23,Jr.,UNCO,23-10,6
184,Ikehara,Zen,Big 12,,8,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
184,Jantzer,Gary,Big 12,,6,cons 12,NQ,1309.87,58.06,11.11,NR,NQ,NR,NR,26,,,,
184,McRill,Brendan,Big 12,,9,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
184,Moore,Keegan,Big 12,,4,3,cons 32,1360.34,64.29,44.44,15,NS,NR,27,22,,OKST,18-10,15
184,Mueller,Martin,Big 12,,2,4,cons 32,1327.13,74.19,52.17,25,NS,NR,20,15,,SDSU,26-8,2
184,Pestano,Dane,Big 12,,7,6,NQ,,,,,NQ,NR,NR,NR,,,,
184,Polson,Chaz,Big 12,,5,5,cons 32,1309.12,68.29,67.86,32,NS,NR,NR,30,,WYO,32-13,26
184,Popp,Charley,Big 12,,10,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
184,Waddell,Matthey,Big 12,,12,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
184,Abounader,Domenic,Big Ten,,3,3,5,1445.12,79.41,59.26,3,5,4,4,4,Sr.,MICH,27-7,9
184,Bowman,Mitchell,Big Ten,,NS,8,cons 16,1288.06,51.85,57.14,NR,NS,NR,19,17,,IOWA,14-13,30
184,Cappello,Niko,Big Ten,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
184,Conley,Buddy,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
184,Gravina,Nick,Big Ten,,5,cons 12,cons 16,1375.74,73.08,21.05,13,14,13,9,NR,Sr.,RUT,19-7,20
184,Krone,Brandon,Big Ten,,8,6,cons 32,1299.39,54.55,50.00,NR,NS,NR,NR,NR,,MINN,12-10,10
184,Lyon, Max,Big Ten,,NS,cons 12,NQ,1324.18,54.29,84.21,26,NQ,NR,NR,NR,,,,
184,Martin,Myles,Big Ten,,2,2,2,1469.69,91.18,77.42,2,2,2,2,1,Jr.,OHST,31-3,32
184,Nickal,Bo,Big Ten,,1,1,1,1534.24,100,74.19,1,1,1,1,3,Jr.,PSU,31-0,1
184,Parker,Emory,Big Ten,,4,5,3,1396.78,87.5,28.57,8,10,8,7,9,Jr.,ILL,28-4,28
184,Robertson,Ricky,Big Ten,,7,7,cons 24,1346.69,71.05,51.85,20,11,11,10,12,Sr.,WISC,25-11,21
184,Shadaie,Shawn,Big Ten,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
184,Sliga,Mitch,Big Ten,,NS,cons 12,NQ,1295.31,53.13,58.82,NR,NQ,NR,29,NR,,NW,,
184,Venz,Taylor,Big Ten,,6,4,4,1375.92,76.32,65.52,12,7,7,8,7,Fr.,NEB,29-9,25
184,Allshouse,Connor,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
184,Boyle,Mark,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
184,Coleman,Michael,EIWA,,6,4,cons 12,1380.72,80.95,50,10,NS,14,17,16,Sr.,NAVY,34-8,23
184,Daminana,Cory,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
184,Dean,Maxwell,EIWA,,2,2,8,1399.22,84.21,46.88,7,9,10,12,2,Fr.,COR,31-6,5
184,Dean,Kanon,EIWA,,10,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
184,DeCiantis,Alexander,EIWA,,4,6,cons 32,1317.89,69.23,38.89,28,NS,NR,26,19,,DREX,18-8,22
184,Heyob,Joe,EIWA,,7,7,cons 24,1347.65,64.71,22.73,18,NS,NR,25,20,,PENN,24-12,14
184,LaFragola,Christian,EIWA,,5,5,cons 16,1315.78,65.52,21.05,29,NS,19,21,21,Jr.,BRWN,21-10,19
184,Mercadante,Steven,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
184,Parker,Kevin,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
184,Phipps,Drew,EIWA,,8,8,NQ,1315.69,64.71,40.91,30,NQ,NR,30,29,,BUCK,,
184,Preisch,Ryan,EIWA,,1,1,cons 12,1420.43,80,62.5,5,3,3,3,NR,Jr.,LEH,16-4,17
184,Psomas,Andrew,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
184,Schneider,Steven,EIWA,,3,3,cons 24,1347.21,75,14.29,19,13,15,14,14,Sr.,BING,22-7,13
184,Stewart,Noah,EIWA,,9,cons 16,NQ,1333.81,50,66.67,24,NQ,NR,32,32,,ARMY,,
184,Allard,Trevor,EWL,,4,3,NQ,,,,,NQ,NR,NR,NR,,,,
184,Ancewicz,Zach,EWL,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
184,Bulsak,Greg,EWL,,3,2,cons 32,1352.57,70,42.86,16,NS,NR,31,28,,CLAR,21-9,18
184,Corba,Nick,EWL,,2,4,NQ,1323.58,71.88,60.87,27,NQ,NR,28,27,,CLEV,,
184,Harrison,Austin,EWL,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
184,Hazel,Corey,EWL,,1,1,cons 24,1315.59,70.59,16.67,31,NS,NR,22,24,,LH,24-10,11
184,Stinson,Wayne,EWL,,NS,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
