Weight,Last,First,Conference,Allocated,ConfSeed,ConfFinish,Finish,ELO,Percent,Bonus,ELORank,Seed,Intermat,Coaches,RPI,Year,University,Record,Line
184,Agee,Antonio,MAC,,NS,7,NQ,,,,,NQ,NR,NR,NR,,,,
184,Ellingwood,Jordan,MAC,,2,4,cons 16,1351.7,69.23,44.44,17,16,17,16,11,Sr.,CMU,27-12,4
184,Gorman,Bryce,MAC,,4,2,cons 32,1252.28,52.38,27.27,NR,NS,NR,NR,NR,,NIU,11-10,31
184,MacCallum,Kayne,MAC,,3,1,cons 24,1285.11,54.55,16.67,NR,NS,NR,NR,NR,,EMU,18-15,3
184,Marriott,Canten,MAC,,1,3,cons 24,1307.39,76.47,38.46,33,15,16,15,13,Fr.,MIZZ,26-8,29
184,McCracken,Colin,MAC,,NS,8,NQ,,,,,NQ,NR,NR,NR,,,,
184,Perry,Brett,MAC,,NS,6,NQ,,,,,NQ,NR,NR,NR,,,,
184,Yeargan,Hunter,MAC,,NS,5,NQ,,,,,NQ,NR,NR,NR,,,,
184,Coleman,Bob,Pac 12,,5,4,NQ,,,,,NQ,NR,NR,NR,,,,
184,Ducharme,Dom,Pac 12,,3,3,NQ,,,,,NQ,NR,NR,NR,,,,
184,Flores,Austin,Pac 12,,4,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
184,Norfleet,Kordell,Pac 12,,2,1,cons 32,1301.33,48.00,25.00,NR,NS,NR,NR,33,,ASU,12-13,7
184,Wilhelm,Matt,Pac 12,,1,2,NQ,,,,,NQ,NR,NR,NR,,,,
184,Andrews,Charlie,SoCon,,7,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
184,Beck,Chris,SoCon,,5,4,NQ,,,,,NQ,NR,NR,NR,,,,
184,Carr,Bryce,SoCon,,1,1,cons 12,1393.77,80.56,58.62,9,12,12,13,10,Sr.,CHAT,29-7,12
184,Clothier,Alan,SoCon,,2,2,cons 33,1338.92,70.27,34.62,22,NS,NR,24,25,,APP,27-11,33
184,Fenn,Conor,SoCon,,4,3,NQ,,,,,NQ,NR,NR,NR,,,,
184,Gozinez,Jake,SoCon,,6,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
184,Graves,Cole,SoCon,,3,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
184,Lopouchanski,Michael,SoCon,,8,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
197,Aiello,Jay,ACC,,6,cons 06,NQ,1299.28,46.43,30.77,NR,NQ,NR,NR,32,,,,
197,Chaid,Daniel,ACC,,3,3,cons 24,NA,67.65,35.29,NR,NS,NR,17,16,,UNC,22-12,11
197,Haught,Jared,ACC,,1,1,2,1432.04,90.91,46.67,2,3,4,1,2,Sr.,VT,30-3,17
197,Macchiavello,Michael,ACC,,2,2,1,1406.84,88,40.91,5,4,6,4,1,Sr.,NCST,22-3,16
197,Schenk,Alec,ACC,,5,4,NQ,,,,,NQ,NR,NR,NR,,,,
197,Stout, Kellan,ACC,,4,cons 06,NQ,1303.59,27.27,33.33,31,NQ,NR,NR,NR,,,,
197,Colbray,Samuel,Big 12,,5,cons 12,NQ,,,,NR,NQ,NR,NR,33,,,,
197,Dixon,Andrew,Big 12,,9,6,NQ,,,,NR,NQ,NR,NR,31,,,,
197,Eaton,Cordell,Big 12,,10,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
197,Hokit, Josh,Big 12,,11,5,NQ,1309.69,52.94,33.33,28,NQ,NR,NR,NR,,,,
197,Holschlag,Jacob,Big 12,,3,4,5,1367.78,65.71,39.13,11,NS,12,15,6,So.,UNI,23-12,23
197,McLaughlin,Anthony,Big 12,,8,cons 12,NQ,,,,NR,NQ,NR,33,30,,AF,,
197,Orndorff,Tanner,Big 12,,6,cons 08,cons 32,1290.29,58.33,57.14,NR,NS,NR,31,21,,UVU,21-15,2
197,Paine,Luke,Big 12,,12,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
197,Rotert,Nate,Big 12,,2,1,cons 12,1345.69,84.85,35.71,21,8,8,11,10,Sr.,SDSU,31-6,8
197,Seely,Jacob,Big 12,,7,cons 12,cons 32,1287.58,53.85,50.00,NR,NS,NR,21,17,,UNCO,16-11,18
197,Smith,Jacob,Big 12,,4,2,cons 16,1359.66,62.50,13.33,NR,NS,NR,22,NR,,WVU,15-9,31
197,Weigel,Preston,Big 12,,1,3,cons 32,1364.22,78.57,27.27,NR,9,5,7,NR,Jr.,OKST,11-4,5
197,Anderson,Dylan,Big Ten,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
197,Beazley,Kevin,Big Ten,,4,4,NQ,1359.52,64,50,16,NQ,18,16,22,Sr.,MICH,16-9,
197,Brunner,Christian,Big Ten,,6,5,cons 24,1346.76,66.67,50,19,16,17,24,15,So.,PUR,24-11,4
197,Chakonis, Zack,Big Ten,,7,8,NQ,1307.97,51.72,60,29,NQ,NR,NR,NR,,,,
197,Kleimola,Jake,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
197,Lee,Andre,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
197,May,Nck,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
197,Messner,Anthony,Big Ten,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
197,Moore,Kollin,Big Ten,,1,1,4,1420.78,87.1,48.15,4,1,3,3,5,So.,OHST,27-4,1
197,Rasheed,Shakur,Big Ten,,2,2,7,1424.86,82.76,83.33,3,5,7,5,4,Jr.,PSU,24-5,9
197,Ritter,Hunter,Big Ten,,5,3,cons 24,1346.14,70.27,23.08,20,NS,19,27,28,So.,WISC,27-11,7
197,Schultz,Eric,Big Ten,,8,7,cons 16,1328.63,64.52,20,23,NS,NR,30,NR,,NEB,20-11,19
197,Whisler, David-Brian,Big Ten,,NS,cons 12,NQ,1304.58,73.68,28.57,30,NQ,NR,NR,NR,,,,
197,Wilcke,Cash,Big Ten,,3,6,cons 12,1363.97,72.41,33.33,NR,14,11,8,7,So.,IOWA,21-9,20
197,Brucki,Patrick,EIWA,,2,5,cons 24,1401.05,72.97,55.56,7,NS,20,13,19,Fr.,PRIN,29-10,3
197,Bulkin,Michael,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
197,Caywood,Rocco,EIWA,,7,7,cons 24,1324.03,56.25,33.33,25,NS,NR,29,24,,ARMY,20-14,26
197,Cervantes, Steban,EIWA,,8,cons 12,NQ,1301.93,54.55,33.33,32,NQ,NR,NR,NR,,,,
197,Darmstadt,Ben,EIWA,,1,1,6,1461.4,89.47,79.41,1,2,1,2,8,Fr.,COR,33-4,32
197,Haddad,Nazar,EIWA,,9,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
197,Kasunic,Jeric,EIWA,,5,4,cons 24,1387.1,83.33,51.43,10,13,14,9,13,"Sr,",AMER,35-7,13
197,Loiseau,Stephen,EIWA,,6,3,cons 24,1363.14,74.42,34.38,14,12,13,19,11,Sr.,DREX,32-12,12
197,Mattiace,Frank,EIWA,,3,2,cons 12,1395.06,79.49,54.84,8,7,9,10,14,Sr.,PENN,31-8,25
197,Melikian,Alex,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
197,Reese,Chad,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
197,Robilotto,Phillip,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
197,Stormer,Rico,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
197,Toci,Joe,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
197,Weiler,Chris,EIWA,,4,6,cons 12,1389.36,62.96,52.94,9,NS,NR,20,12,,LEH,17-10,27
197,Ziegler,Tucker,EIWA,,10,8,NQ,,,,,NQ,NR,NR,NR,,,,
197,Conti,Dustin,EWL,,2,1,cons 32,1298.83,72.73,12.50,NR,NS,NR,NR,NR,,CLAR,25-9,14
197,Kelbly,John,EWL,,NS,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
197,Laird, Ethan,EWL,,1,2,NQ,1312.22,61.54,43.75,26,NQ,NR,NR,NR,,,,
197,Reynolds,Dylan,EWL,,4,4,NQ,,,,,NQ,NR,NR,NR,,,,
197,Spencer,Eli,EWL,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
197,Sponseller,Tristan,EWL,,3,3,NQ,,,,,NQ,NR,NR,NR,,,,
197,Womelsdorf,Logan,EWL,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
197,Ariola,Joe,MAC,,3,4,NQ,,,,,NQ,NR,NR,NR,,,,
197,Atienza,Jordan,MAC,,2,6,cons 32,1310.07,59.38,21.05,27,NS,NR,26,26,,CMU,19-13,30
197,Bushman,Noah,MAC,,NS,7,NQ,,,,,NQ,NR,NR,NR,,,,
197,Conel,Kyle,MAC,,NS,3,3,1367.74,71.79,42.86,12,NS,NR,28,29,,KENT,30-11,6
197,Hillman,Derek,MAC,,NS,2,NQ,,,,,NQ,NR,NR,NR,,,,
197,Ihry,Max,MAC,,NS,8,NQ,,,,,NQ,NR,NR,NR,,,,
197,Miklus,Willie,MAC,,1,1,8,1402.36,80.65,64,6,6,2,6,9,Sr.,MIZZ,25-6,24
197,Naples,Aaron,MAC,,4,5,NQ,,,,,NQ,NR,NR,NR,,,,
197,Belshay,Cade,Pac 12,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
197,Griego,Corey,Pac 12,,1,1,cons 33,1340.38,74.07,70,22,11,15,18,23,Jr.,ORST,21-7,21
197,Lane,Thomas,Pac 12,,4,4,cons 24,1282.98,59.26,50.00,NR,NS,NR,25,25,,POLY,16-11,15
197,Traxler,Nathan,Pac 12,,3,2,cons 16,1353.18,60.00,38.89,NR,NS,NR,23,20,,STAN,,
197,Williams,Matt,Pac 12,,2,2,cons 16,1363.97,72.41,33.33,13,15,16,14,18,Sr.,CSUB,30-9,29
197,Boykin,Scottie,SoCon,,2,1,cons 32,1346.98,76.47,42.31,18,10,10,12,3,Sr.,CHAT,26-8,28
197,Diabe,Randall,SoCon,,1,3,cons 32,1289.91,68.97,25.00,NR,NS,NR,32,27,,APP,20-9,33
197,Dulaney,Christian,SoCon,,3,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
197,Kober,Chris,SoCon,,6,4,NQ,,,,,NQ,NR,NR,NR,,,,
197,Koch,Jake,SoCon,,8,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
197,Perrine,Anthony,SoCon,,5,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
197,Pritchard,Konner,SoCon,,7,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
197,Root,Sawyer,SoCon,,4,2,cons 32,1272.51,58.97,30.43,NR,NS,NR,NR,NR,,CIT,25-16,10
197,Marsden, Andrew,,,,,NQ,1327.2,69.57,81.25,24,NQ,NR,NR,NR,,,,
285,Boykin,Michael,ACC,,2,3,cons 24,1361.53,72.41,33.33,16,14,15,21,14,Jr.,NCST,21-8,20
285,Dunn,Andrew,ACC,,5,cons 06,cons 24,1332.08,55.88,26.32,20,NS,NR,20,18,,VT,22-15,23
285,Gilliland-Daniel,Cory,ACC,,3,2,cons 32,1227.70,47.37,44.44,NR,NS,14,23,17,Jr.,UNC,23-9,27
285,Kasper,Jacob,ACC,,1,1,4,1424.18,90.48,60.53,3,4,4,3,6,Sr.,DUKE,39-4,16
285,Love,Tyler,ACC,,6,4,cons 32,1240.21,29.63,12.50,NR,NS,NR,NR,NR,,UVA,9-19,11
285,Solomon,Ryan,ACC,,4,cons 06,cons 24,1355.6,65.63,61.9,18,NS,17,17,27,Sr.,PITT,21-11,2
285,Dennison,Dustin,Big 12,,4,3,cons 32,1323.13,72.5,34.48,23,NS,NR,27,NR,,UVU,29-11,6
285,Eagan,Sam,Big 12,,8,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
285,Harrington, Marcus,Big 12,,2,4,NQ,1301.02,62.86,36.36,31,NQ,NR,NR,NR,,,,
285,Isley, Carter,Big 12,,7,6,NQ,1303.37,63.89,52.17,28,NQ,NR,NR,NR,,,,
285,Macki,Alex,Big 12,,6,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
285,Nevills,AJ,Big 12,,3,2,cons 32,1356.21,72.22,50,17,NS,NR,29,20,,FS,26-10,15
285,Ngati,Brandon,Big 12,,12,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Stibral,Daniel,Big 12,,5,5,NQ,,,,NR,NQ,NR,33,NR,,NDSU,,
285,Wagner,Matt,Big 12,,9,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Webb,Connor,Big 12,,11,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,White,Derek,Big 12,,1,1,cons 12,1369.95,86.21,64,13,9,9,11,10,Jr.,OKST,25-4,5
285,Winters,Robert,Big 12,,10,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Coon,Adam,Big Ten,,1,2,2,1502.12,93.55,65.52,2,2,2,1,1,Sr.,MICH,29-2,32
285,Gross,Razohn,Big Ten,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
285,Hemida,Youssif,Big Ten,,5,6,8,1366.21,78.95,46.67,14,12,12,7,4,Jr.,MD,30-8,12
285,Jennings,Conan,Big Ten,,6,5,cons 32,1335.59,66.67,50,19,NS,16,19,19,Jr.,NW,25-12,30
285,Jensen,David,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Miller,Fletcher,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Nevills,Nick,Big Ten,,3,3,7,1420.64,80.56,41.38,4,3,3,4,5,Jr.,PSU,30-7,17
285,Rachal,Duece,Big Ten,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
285,Rebottaro,Christian,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Snyder,Kyle,Big Ten,,2,1,1,1521.07,94.44,70.59,1,1,1,2,NR,Sr.,OHST,17-1,1
285,Stoll,Samuel,Big Ten,,4,4,5,1400.25,80.65,56,8,5,5,5,2,Jr.,IOWA,25-6,9
285,Stone,Ben,Big Ten,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Streck,Shawn,Big Ten,,7,7,cons 16,1332,66.67,33.33,21,NS,NR,15,12,,PUR,30-15,14
285,Streifel,Rylee,Big Ten,,8,8,NQ,1298.6,44.44,16.67,33,NQ,NR,NR,29,,,,
285,Araneo,Christian,EIWA,,7,7,NQ,1352.81,77.5,51.61,17,NQ,NR,NR,32,,,,
285,Butterbrodt,Ian,EIWA,,8,8,NQ,,,,NR,NQ,NR,NR,30,,,,
285,Cowell,Angus,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
285,Dee,Sean,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
285,Dempsey,Brett,EIWA,,5,6,cons 33,1302.76,58.06,38.89,29,NS,NR,26,25,,AMER,18-13,33
285,Hartnett,John,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Heald,Robert,EIWA,,10,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Hughes,Mike,EIWA,,1,2,6,1420.61,86.36,63.16,5,11,11,9,8,Sr.,HOF,39-6,21
285,O’Malley,Sean,EIWA,,NS,cons 16,NQ,,,,,NQ,NR,NR,NR,,,,
285,Pelusi,Antonio,EIWA,,6,5,cons 24,1292.01,71.43,16.00,NR,NS,NR,31,33,,FM,26-10,10
285,Piehl,Andrew,EIWA,,9,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Ryan,Garrett,EIWA,,3,4,cons 24,1371.08,79.49,54.84,12,NS,20,14,22,Sr.,COL,31-8,7
285,Stokes,Brandon,EIWA,,NS,cons 12,NQ,,,,,NQ,NR,NR,NR,,,,
285,Sweany,Jeramy,EIWA,,4,3,cons 24,1310.36,72.41,47.62,26,NS,NR,25,13,,COR,21-8,26
285,Wood,Jordan,EIWA,,2,1,cons 12,1375.96,75.86,27.27,11,10,10,12,11,Fr.,LEH,22-7,28
285,Cahill,Toby,EWL,,4,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
285,Correnti,Mauro,EWL,,NS,4,NQ,,,,,NQ,NR,NR,NR,,,,
285,Graeber,Bruce,EWL,,NS,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
285,Haines,Thomas,EWL,,2,2,cons 16,1388.44,74.07,55,10,15,19,13,15,Jr.,LH,20-7,29
285,Kelly,Collin,EWL,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
285,Miller,William,EWL,,1,1,cons 16,1372.10,77.27,47.06,NR,13,13,16,NR,Jr.,EDIN,18-6,13
285,Voss,Matt,EWL,,3,3,cons 24,1320.35,64.86,45.83,24,NS,NR,30,26,,GMU,24-13,31
285,Gossett,Caleb,MAC,,NS,5,NQ,,,,,NQ,NR,NR,NR,,,,
285,Gunning,Jake,MAC,,1,4,cons 32,1306.36,62.5,13.33,27,NS,NR,24,16,,BUFF,17-8,22
285,Hutchison,Gage,MAC,,2,2,cons 32,1313.85,70.37,31.58,25,NS,NR,22,21,,EMU,19-9,19
285,Koelling,Wyatt,MAC,,NS,8,NQ,,,,,NQ,NR,NR,NR,,,,
285,Parker,Zack,MAC,,3,6,NQ,,,,,NQ,NR,NR,NR,,,,
285,Stencel,Matt,MAC,,NS,1,cons 32,1324.63,64.29,66.67,22,16,18,18,23,Fr.,CMU,28-15,4
285,Suglio,Stephen,MAC,,4,3,cons 24,1299.44,65.52,63.16,32,NS,NR,NR,NR,,KENT,21-10,18
285,Wahab,Ali,MAC,,NS,7,NQ,,,,,NQ,NR,NR,NR,,,,
285,Butler,Nathan,Pac 12,,2,2,cons 12,1388.48,74.29,38.46,9,7,7,8,9,Sr.,STAN,26-9,25
285,Dhesi,Amar,Pac 12,,1,1,3,1420.42,89.29,60,6,6,6,9,7,Sr.,ORST,25-3,24
285,Empey,Spencer,Pac 12,,4,4,NQ,,,,,NQ,NR,NR,NR,,,,
285,Hall,Tanner,Pac 12,,3,3,cons 16,1409.68,73.33,45.45,7,8,8,6,3,Jr.,ASU,22-8,8
285,Penyacsek,Mark,Pac 12,,NS,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
285,Bumgarner,Lathan,SoCon,,5,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
285,Cooley,Will,SoCon,,8,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
285,Heino,Jere,SoCon,,1,1,cons 12,1361.56,79.41,48.15,15,NS,NR,28,24,,CAMP,27-7,3
285,Helton,Tommy,SoCon,,6,cons 06,NQ,,,,,NQ,NR,NR,NR,,,,
285,McAleavey,Michael,SoCon,,4,4,NQ,,,,,NQ,NR,NR,NR,,,,
285,Miller,Cary,SoCon,,2,2,NQ,1301.86,66.67,50,30,NQ,NR,32,NR,,APP,,
285,Tolley,Connor,SoCon,,3,3,NQ,,,,,NQ,NR,NR,NR,,,,
285,Tomlinson,Jake,SoCon,,7,cons 08,NQ,,,,,NQ,NR,NR,NR,,,,
